BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201206,22,1448,201206,22,1448,63452,381045,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:48:00,EST-5,22-JUN-12 14:48:00,0,0,0,0,,,Trained Spotter,55.00,EG,,,,,,,,,,1,N,TORRINGTON,1,N,TORRINGTON,41.8119,-73.1217,41.8119,-73.1217,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Numerous trees and power lines were reported down due to thunderstorm winds in Torrington.,CSV
201206,22,1435,201206,22,1435,63452,381044,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:35:00,EST-5,22-JUN-12 14:35:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,0,E,CORNWALL BRIDGE,0,E,CORNWALL BRIDGE,41.82,-73.3616,41.82,-73.3616,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",A large tree was reported down due to thunderstorm winds near Cornwall Bridge.,CSV
201206,22,1450,201206,22,1450,63452,381046,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:50:00,EST-5,22-JUN-12 14:50:00,0,0,0,0,,,Trained Spotter,55.00,EG,,,,,,,,,,1,N,TORRINGTON,1,N,TORRINGTON,41.8089,-73.1176,41.8089,-73.1176,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",A tree was reported down and on a vehicle due to thunderstorm winds in Torrington.,CSV
201206,22,1445,201206,22,1445,63452,381048,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:45:00,EST-5,22-JUN-12 14:45:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,0,WSW,LITCHFIELD,0,WSW,LITCHFIELD,41.7476,-73.1856,41.7476,-73.1856,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",A tree was reported down due to thunderstorm winds in Litchfield.,CSV
201206,22,1454,201206,22,1454,63452,381050,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:54:00,EST-5,22-JUN-12 14:54:00,0,0,0,0,,,Trained Spotter,55.00,EG,,,,,,,,,,1,SW,TORRINGTON,1,SW,TORRINGTON,41.7907,-73.1324,41.7907,-73.1324,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Multiple trees were reported down due to thunderstorm winds at the Charlotte Hungerford Hospital in Torrington.,CSV
201206,22,1515,201206,22,1515,65775,393965,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,13,TOLLAND,BOX,22-JUN-12 15:15:00,EST-5,22-JUN-12 15:15:00,0,0,0,0,10.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,0,N,TOLLAND,0,N,TOLLAND,41.87,-72.37,41.87,-72.37,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",A tree and wires were downed by thunderstorm winds on Crystal Lake Road and Old Post Road.,CSV
201206,22,1516,201206,22,1516,65775,393969,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,13,TOLLAND,BOX,22-JUN-12 15:16:00,EST-5,22-JUN-12 15:16:00,0,0,0,0,10.00K,0.00K,Amateur Radio,45.00,EG,,,,,,,,,,0,N,ELLINGTON,0,N,ELLINGTON,41.9,-72.47,41.9,-72.47,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",A tree on Bridge Street was downed onto wires by thunderstorm winds.,CSV
201206,22,1519,201206,22,1519,65775,393971,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,3,HARTFORD,BOX,22-JUN-12 15:19:00,EST-5,22-JUN-12 15:19:00,0,0,0,0,15.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,2,W,HARTFORD,2,W,HARTFORD,41.77,-72.75,41.77,-72.75,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",Several trees were downed by thunderstorm winds.,CSV
201206,22,1520,201206,22,1520,65775,393972,CONNECTICUT,9,2012,June,Hail,C,15,WINDHAM,BOX,22-JUN-12 15:20:00,EST-5,22-JUN-12 15:20:00,0,0,0,0,0.00K,0.00K,Amateur Radio,1.00,,,,,,,,,,,0,N,WILLIMANTIC,0,N,WILLIMANTIC,41.72,-72.22,41.72,-72.22,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",,CSV
201206,22,1529,201206,22,1529,65775,393973,CONNECTICUT,9,2012,June,Hail,C,13,TOLLAND,BOX,22-JUN-12 15:29:00,EST-5,22-JUN-12 15:29:00,0,0,0,0,0.00K,0.00K,Trained Spotter,1.00,,,,,,,,,,,0,N,TOLLAND,0,N,TOLLAND,41.87,-72.37,41.87,-72.37,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",,CSV
201207,1,1405,201207,1,1408,63780,381722,CONNECTICUT,9,2012,July,Hail,C,5,LITCHFIELD,ALY,01-JUL-12 14:05:00,EST-5,01-JUL-12 14:08:00,0,0,0,0,,,Public,0.75,,,,,,,,,,,0,NNW,THOMASTON,0,NNW,THOMASTON,41.6738,-73.073,41.6738,-73.073,"A very warm and humid air mass was in place across the region.  At the surface, a frontal boundary was draped just south of the area across the northern Mid-Atlantic states.   As a shortwave trough moved across upstate New York, severe thunderstorms broke out across Connecticut during the early to mid afternoon hours.  Some of these thunderstorms contained hail as large as golf-ball size.  Thunderstorms ended by the late afternoon, as a secondary cold front moved across the area, bringing drier and less humid air into the region.",Penny size (measured) hail was reported during a thunderstorm in Thomaston.,CSV
201207,1,1400,201207,1,1400,63780,381724,CONNECTICUT,9,2012,July,Thunderstorm Wind,C,5,LITCHFIELD,ALY,01-JUL-12 14:00:00,EST-5,01-JUL-12 14:00:00,0,0,0,0,,,Broadcast Media,50.00,EG,,,,,,,,,,0,NNE,WATERTOWN,0,NNE,WATERTOWN,41.6065,-73.1166,41.6065,-73.1166,"A very warm and humid air mass was in place across the region.  At the surface, a frontal boundary was draped just south of the area across the northern Mid-Atlantic states.   As a shortwave trough moved across upstate New York, severe thunderstorms broke out across Connecticut during the early to mid afternoon hours.  Some of these thunderstorms contained hail as large as golf-ball size.  Thunderstorms ended by the late afternoon, as a secondary cold front moved across the area, bringing drier and less humid air into the region.",Trees and wires were reported down due to thunderstorm winds in Watertown.,CSV
201207,28,1245,201207,28,1245,64903,388642,CONNECTICUT,9,2012,July,Thunderstorm Wind,C,5,LITCHFIELD,ALY,28-JUL-12 12:45:00,EST-5,28-JUL-12 12:45:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,1,NE,WINSTED,1,NE,WINSTED,41.9262,-73.0595,41.9262,-73.0595,"An upper level disturbance was approaching the region from the Midwest.  At the same time, a stalled surface boundary remained just to the south of the region across the northern Mid-Atlantic states.  Dewpoints were quite high across the area, with ample low-level moisture.  Despite limited wind shear and instability aloft, one thunderstorm became severe, with damaging wind gusts.  In addition, cloud to ground lightning and heavy rainfall impacted portions of Northwestern Connecticut.","Damage to tree and power lines were reported due to thunderstorm winds on Route 8, just to the north of the Route 44 junction in Winsted.",CSV
201207,1,1406,201207,1,1406,63780,381725,CONNECTICUT,9,2012,July,Thunderstorm Wind,C,5,LITCHFIELD,ALY,01-JUL-12 14:06:00,EST-5,01-JUL-12 14:06:00,0,0,0,0,,,Broadcast Media,50.00,EG,,,,,,,,,,1,NNW,OAKVILLE,1,NNW,OAKVILLE,41.5927,-73.0871,41.5927,-73.0871,"A very warm and humid air mass was in place across the region.  At the surface, a frontal boundary was draped just south of the area across the northern Mid-Atlantic states.   As a shortwave trough moved across upstate New York, severe thunderstorms broke out across Connecticut during the early to mid afternoon hours.  Some of these thunderstorms contained hail as large as golf-ball size.  Thunderstorms ended by the late afternoon, as a secondary cold front moved across the area, bringing drier and less humid air into the region.",Trees and wires were reported down due to thunderstorm winds in Oakville.,CSV
201206,22,1454,201206,22,1454,63452,381051,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:54:00,EST-5,22-JUN-12 14:54:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,1,ESE,TORRINGTON,1,ESE,TORRINGTON,41.7958,-73.1033,41.7958,-73.1033,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Numerous trees were reported down in Torrington due to thunderstorm winds.,CSV
201207,18,1315,201207,18,1318,64797,387872,CONNECTICUT,9,2012,July,Hail,C,5,LITCHFIELD,ALY,18-JUL-12 13:15:00,EST-5,18-JUL-12 13:18:00,0,0,0,0,,,Public,1.00,,,,,,,,,,,2,ESE,CORNWALL,2,ESE,CORNWALL,41.8216,-73.2967,41.8216,-73.2967,"A very warm and humid air mass was in place across all of Connecticut.  At the surface, a cold front was moving south across northern New York and southern Vermont during the early afternoon hours.  With the unstable air mass in place, the approaching front allowed severe thunderstorms to develop across southern New York and western Connecticut by the mid afternoon hours.  Some of these thunderstorms produced large hail and damaging wind gusts as they organized into a line.  Thunderstorms moved south and east of the area by the late afternoon with the passage of the cold front, ending the threat for severe weather.",Quarter sized hail was reported during a thunderstorm at Mohawk Mountain Ski Area.,CSV
201207,18,1315,201207,18,1318,64797,387873,CONNECTICUT,9,2012,July,Hail,C,5,LITCHFIELD,ALY,18-JUL-12 13:15:00,EST-5,18-JUL-12 13:18:00,0,0,0,0,,,Trained Spotter,1.00,,,,,,,,,,,1,N,CORNWALL,1,N,CORNWALL,41.8438,-73.3299,41.8438,-73.3299,"A very warm and humid air mass was in place across all of Connecticut.  At the surface, a cold front was moving south across northern New York and southern Vermont during the early afternoon hours.  With the unstable air mass in place, the approaching front allowed severe thunderstorms to develop across southern New York and western Connecticut by the mid afternoon hours.  Some of these thunderstorms produced large hail and damaging wind gusts as they organized into a line.  Thunderstorms moved south and east of the area by the late afternoon with the passage of the cold front, ending the threat for severe weather.",Quarter sized hail was reported during a thunderstorm in Cornwall.,CSV
201206,22,1529,201206,22,1529,65775,393975,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,13,TOLLAND,BOX,22-JUN-12 15:29:00,EST-5,22-JUN-12 15:29:00,0,0,0,0,30.00K,0.00K,Trained Spotter,50.00,EG,,,,,,,,,,0,N,TOLLAND,0,N,TOLLAND,41.87,-72.37,41.87,-72.37,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.","Trees and wires on Route 30, Doyle Road, and Robin Circle were downed by thunderstorm winds.",CSV
201206,22,1536,201206,22,1536,65775,393976,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,15,WINDHAM,BOX,22-JUN-12 15:36:00,EST-5,22-JUN-12 15:36:00,0,0,0,0,15.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,0,N,WINDHAM,0,N,WINDHAM,41.7,-72.17,41.7,-72.17,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",Trees and wires near the new school in Windham were downed by thunderstorm winds.,CSV
201204,12,730,201204,24,730,63100,377898,CONNECTICUT,9,2012,April,Drought,Z,2,HARTFORD,BOX,12-APR-12 07:30:00,EST-5,24-APR-12 07:30:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"The U.S. Drought Monitor declared a severe drought across Rhode Island, the eastern half of Massachusetts, and most of northern Connecticut. A moderate drought was declared over western Massachusetts and southwestern New Hampshire. This was declared as the result of a meteorological drought determined by precipitation that had been approximately one half of normal from January 2012 through April 2012. Rivers and streams were most affected as most ran at record low levels during the spring run-off season. No southern New England state issued drought declarations as reservoirs were at normal levels, thanks largely to above normal precipitation falling between August 2011 and November 2011. ||The main impact of the meteorological drought was periods of very high fire danger. In addition, small pond levels were reduced. While soil moisture was well below normal, this drought occurred prior to the beginning of the growing season. Thus, no agricultural impacts were realized. ||From January 1 through April 15, precipitation levels were 6 to 8 inches below normal across northeast Connecticut, Rhode Island, and southeast Massachusetts. Across the remainder of southern New England, precipitation levels were 5 to 7 inches below normal. This translates to around or less than 50 percent of normal precipitation for much of southern New England.",The U.S. Drought Monitor declared severe drought (D2) over Hartford County from April 12 through April 24. This was deemed a meteorological drought due to precipitation levels approximately one half of normal.,CSV
201204,12,730,201204,24,730,63100,377899,CONNECTICUT,9,2012,April,Drought,Z,3,TOLLAND,BOX,12-APR-12 07:30:00,EST-5,24-APR-12 07:30:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"The U.S. Drought Monitor declared a severe drought across Rhode Island, the eastern half of Massachusetts, and most of northern Connecticut. A moderate drought was declared over western Massachusetts and southwestern New Hampshire. This was declared as the result of a meteorological drought determined by precipitation that had been approximately one half of normal from January 2012 through April 2012. Rivers and streams were most affected as most ran at record low levels during the spring run-off season. No southern New England state issued drought declarations as reservoirs were at normal levels, thanks largely to above normal precipitation falling between August 2011 and November 2011. ||The main impact of the meteorological drought was periods of very high fire danger. In addition, small pond levels were reduced. While soil moisture was well below normal, this drought occurred prior to the beginning of the growing season. Thus, no agricultural impacts were realized. ||From January 1 through April 15, precipitation levels were 6 to 8 inches below normal across northeast Connecticut, Rhode Island, and southeast Massachusetts. Across the remainder of southern New England, precipitation levels were 5 to 7 inches below normal. This translates to around or less than 50 percent of normal precipitation for much of southern New England.",The U.S. Drought Monitor declared severe drought (D2) over Tolland County from April 12 through April 24. This was deemed a meteorological drought due to precipitation levels approximately one half of normal.,CSV
201206,22,1545,201206,22,1545,65775,393977,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,15,WINDHAM,BOX,22-JUN-12 15:45:00,EST-5,22-JUN-12 15:45:00,0,0,0,0,30.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,0,N,CANTERBURY,0,N,CANTERBURY,41.7,-71.97,41.7,-71.97,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.",Multiple trees and wires on Route 14 were downed by thunderstorm winds.,CSV
201206,22,1545,201206,22,1545,65775,393979,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,15,WINDHAM,BOX,22-JUN-12 15:45:00,EST-5,22-JUN-12 15:45:00,0,0,0,0,30.00K,0.00K,Amateur Radio,50.00,EG,,,,,,,,,,0,N,SCOTLAND,0,N,SCOTLAND,41.7,-72.08,41.7,-72.08,"A cold front moved through a hot and humid southern New England producing showers and thunderstorms.  Many of these storms became severe, resulting in damaging winds, large hail, and some flash flooding.","Trees and wires on Pudding Hill Road, Brook Road, and Route 97 were downed by thunderstorm winds.",CSV
201204,12,730,201204,24,730,63100,377900,CONNECTICUT,9,2012,April,Drought,Z,4,WINDHAM,BOX,12-APR-12 07:30:00,EST-5,24-APR-12 07:30:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"The U.S. Drought Monitor declared a severe drought across Rhode Island, the eastern half of Massachusetts, and most of northern Connecticut. A moderate drought was declared over western Massachusetts and southwestern New Hampshire. This was declared as the result of a meteorological drought determined by precipitation that had been approximately one half of normal from January 2012 through April 2012. Rivers and streams were most affected as most ran at record low levels during the spring run-off season. No southern New England state issued drought declarations as reservoirs were at normal levels, thanks largely to above normal precipitation falling between August 2011 and November 2011. ||The main impact of the meteorological drought was periods of very high fire danger. In addition, small pond levels were reduced. While soil moisture was well below normal, this drought occurred prior to the beginning of the growing season. Thus, no agricultural impacts were realized. ||From January 1 through April 15, precipitation levels were 6 to 8 inches below normal across northeast Connecticut, Rhode Island, and southeast Massachusetts. Across the remainder of southern New England, precipitation levels were 5 to 7 inches below normal. This translates to around or less than 50 percent of normal precipitation for much of southern New England.",The U.S. Drought Monitor declared severe drought (D2) over Windham County from April 12 through April 24. This was deemed a meteorological drought due to precipitation levels approximately one half of normal.,CSV
201207,1,1325,201207,1,1328,63780,381715,CONNECTICUT,9,2012,July,Hail,C,5,LITCHFIELD,ALY,01-JUL-12 13:25:00,EST-5,01-JUL-12 13:28:00,0,0,0,0,,,Public,0.75,,,,,,,,,,,0,SSE,SHARON,0,SSE,SHARON,41.8763,-73.477,41.8763,-73.477,"A very warm and humid air mass was in place across the region.  At the surface, a frontal boundary was draped just south of the area across the northern Mid-Atlantic states.   As a shortwave trough moved across upstate New York, severe thunderstorms broke out across Connecticut during the early to mid afternoon hours.  Some of these thunderstorms contained hail as large as golf-ball size.  Thunderstorms ended by the late afternoon, as a secondary cold front moved across the area, bringing drier and less humid air into the region.",Penny size (measured) hail was reported during a thunderstorm in Sharon.,CSV
201206,22,1440,201206,22,1444,63452,381033,CONNECTICUT,9,2012,June,Hail,C,5,LITCHFIELD,ALY,22-JUN-12 14:40:00,EST-5,22-JUN-12 14:44:00,0,0,0,0,,,Trained Spotter,1.00,,,,,,,,,,,1,NNW,TORRINGTON,1,NNW,TORRINGTON,41.8132,-73.1293,41.8132,-73.1293,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Quarter size hail was reported during a thunderstorm in Torrington.,CSV
201206,22,1450,201206,22,1452,63452,381034,CONNECTICUT,9,2012,June,Hail,C,5,LITCHFIELD,ALY,22-JUN-12 14:50:00,EST-5,22-JUN-12 14:52:00,0,0,0,0,,,Trained Spotter,1.00,,,,,,,,,,,0,SSW,TORRINGFORD,0,SSW,TORRINGFORD,41.8166,-73.0821,41.8166,-73.0821,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Quarter size hail was reported during a thunderstorm in Torrington.,CSV
201206,22,1428,201206,22,1428,63452,381036,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:28:00,EST-5,22-JUN-12 14:28:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,1,SSW,CORNWALL BRIDGE,1,SSW,CORNWALL BRIDGE,41.8034,-73.3832,41.8034,-73.3832,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Trees and wires were reported down due to thunderstorm winds near Calhoun Corners.,CSV
201206,22,1428,201206,22,1428,63452,381038,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:28:00,EST-5,22-JUN-12 14:28:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,0,S,CORNWALL BRIDGE,0,S,CORNWALL BRIDGE,41.8183,-73.3698,41.8183,-73.3698,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Trees and wires were reported down due to thunderstorm winds near Cornwall Bridge.,CSV
201206,22,1428,201206,22,1428,63452,381039,CONNECTICUT,9,2012,June,Thunderstorm Wind,C,5,LITCHFIELD,ALY,22-JUN-12 14:28:00,EST-5,22-JUN-12 14:28:00,0,0,0,0,,,Trained Spotter,50.00,EG,,,,,,,,,,0,ESE,SHARON,0,ESE,SHARON,41.8795,-73.4768,41.8795,-73.4768,"A cold front moved towards the region during the afternoon hours.  Ahead of the cold front, a warm and humid air mass was in place.  Thunderstorms moved into Litchfield County from southeastern New York during the mid-afternoon hours.  The thunderstorms organized into a fast moving squall line, producing large hail and strong wind gusts.  Thunderstorms ended with the passage of the cold front by the evening hours.",Two trees were reported down due to thunderstorm winds in Sharon.,CSV
201212,29,730,201212,30,30,70095,420911,CONNECTICUT,9,2012,December,Winter Weather,Z,1,NORTHERN LITCHFIELD,ALY,29-DEC-12 07:30:00,EST-5,30-DEC-12 00:30:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"On the heels of a bigger snowstorm, a light to moderate snowfall occurred across the region on Saturday, December 29th, 2012.  An area of low pressure developed along the coast of North Carolina and moved northeastward off the Eastern Seaboard.  Although the storm passed well to the south, an upper level disturbance associated with the storm allowed for light snow to occur throughout the day.  With temperatures cold across the entire area, the precipitation remained entirely in the form of snow.  Most areas across Northwestern Connecticut reported between 3 and 6 inches of snow, with an isolated higher report of 7.5 inches at Thomaston Dam.",,CSV
201211,7,1030,201211,8,330,70191,421620,CONNECTICUT,9,2012,November,Heavy Snow,Z,10,SOUTHERN NEW HAVEN,OKX,07-NOV-12 10:30:00,EST-5,08-NOV-12 03:30:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed across the Southeast U.S. on November 6 and intensified as it moved northeast, passing south and east of Southern Connecticut by November 8.||This nor'easter came on the heels of Superstorm Sandy.  It produced heavy wet snow, strong winds, and minor coastal flooding.||Snowfall ranged from 5-6 inches near Greenwich and Stamford, to 12-14 inches inland just north of Bridgeport and New Haven.",Snowfall ranged from 8 inches in North Guilford to 9.1 inches in Orange.,CSV
201211,7,1130,201211,8,230,70191,421622,CONNECTICUT,9,2012,November,Heavy Snow,Z,7,NORTHERN MIDDLESEX,OKX,07-NOV-12 11:30:00,EST-5,08-NOV-12 02:30:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed across the Southeast U.S. on November 6 and intensified as it moved northeast, passing south and east of Southern Connecticut by November 8.||This nor'easter came on the heels of Superstorm Sandy.  It produced heavy wet snow, strong winds, and minor coastal flooding.||Snowfall ranged from 5-6 inches near Greenwich and Stamford, to 12-14 inches inland just north of Bridgeport and New Haven.",Snowfall amounts generally ranged from 5 to 10 inches.,CSV
201211,7,1115,201211,8,200,70191,421618,CONNECTICUT,9,2012,November,Heavy Snow,Z,6,NORTHERN NEW HAVEN,OKX,07-NOV-12 11:15:00,EST-5,08-NOV-12 02:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed across the Southeast U.S. on November 6 and intensified as it moved northeast, passing south and east of Southern Connecticut by November 8.||This nor'easter came on the heels of Superstorm Sandy.  It produced heavy wet snow, strong winds, and minor coastal flooding.||Snowfall ranged from 5-6 inches near Greenwich and Stamford, to 12-14 inches inland just north of Bridgeport and New Haven.",Snowfall ranged from 6.3 inches in Waterbury to 13.5 inches in Wallingford.,CSV
201210,29,1600,201210,29,2100,68865,413100,CONNECTICUT,9,2012,October,High Wind,Z,5,NORTHERN FAIRFIELD,OKX,29-OCT-12 16:00:00,EST-5,29-OCT-12 21:00:00,0,0,1,0,900.00K,0.00K,ASOS,59.00,MG,,,,,,,,,,,,,,,,,,,,"Post Tropical Storm Sandy was the costliest natural disaster in Southeast New York. ||Tropical Storm Sandy formed in the Caribbean Sea on October 22.  After drifting slowly southwest on October 23, Sandy turned to the north and intensified to a hurricane on October 24, just before making landfall in Jamaica.  Hurricane Sandy continued to the north and intensified to a strong category two hurricane before making landfall again in Cuba shortly after Midnight EDT on the 25th.  Hurricane Sandy emerged on the other side of Cuba during the morning of the 25th and proceeded to drift northwest as a category one or two hurricane as it moved through the Bahamas on the 25th and 26th.  Overnight on the 26th, Hurricane Sandy (Category 1) started to move toward the north northeast, a motion that continued into the evening of the 28th.  From there, Sandy���s motion became driven by two factors.  An anomalously strong blocking ridge over the Canadian Maritimes prevented Sandy from escaping to the east.  Simultaneously, an approaching and deepening extratropical trough was about to capture Sandy.  The combination of the two, turned Sandy to the north overnight on the 28th and then to the northwest on the 29th.  ||As Sandy continued to move northwest and interact with the mid latitude trough,  its interaction continued to make it less tropical, but did not weaken it much. Sandy continued to make a harder turn to the left (west) and made landfall in Atlantic County as a post tropical storm in Brigantine City just north of  Atlantic City at 730  p.m. EDT on the 29th.   The estimated minimum central pressure was  945 millibars. The lowest recorded central pressure was 945.6 millibars at the Atlantic City Marina at 734 p.m. EDT.||Record breaking high tides and wave action was combined with sustained winds of 40 to 60 mph and wind gusts of 80 to 90 mph.||These extreme conditions resulted in at least 5 deaths and widespread property damage of at least 360 million dollars.||Emergency managers recommended mandatory evacuations of 362,000 people that lived in low lying areas.  Widespread significant statewide power outages of 667,598 lasted up to 8 days.",A wind gust to 68 mph was reported at Danbury Airport at 711 pm. A 55 year old male was killed when a tree fell on him while he cleared debris.,CSV
